Student_id,Age,Gender,Academic_level,Country,Avg_Daily_Usage_hours,Most used Platform,Affects Academic Performance,Relationships,Conflict,Sleep Hours per night,Mental health Score,Addicted Score
1228,21,Female,Undergraduate,Germany,9.7,Snapchat,Yes,Complicated,Facebook,8,1,4
1229,24,Male,Graduate,Russia,5.5,Snapchat,Yes,Complicated,Instagram,5,2,1
1230,18,Male,High School,Philippines,7.1,Tik-Tok,Yes,In-Relationship,Twitter,8,7,4
1231,21,Female,Undergraduate,New Zealand,3.4,WhatsApp,Yes,Single,WhatsApp,6,7,5
1232,17,Male,High School,Czech Republic,4.8,WhatsApp,Yes,Single,Facebook,6,9,6
1233,22,Male,Undergraduate,Norway,6.8,Instagram,Yes,In-Relationship,Tik-Tok,5,7,5
1234,21,Male,Undergraduate,Austria,5.3,Snapchat,Yes,Single,LinkedIn,5,2,3
1235,19,Female,Undergraduate,India,5.9,Facebook,Yes,Single,Twitter,8,5,3
1236,25,Female,Graduate,Denmark,3.3,Tik-Tok,Yes,Complicated,WhatsApp,6,1,7
1237,17,Female,High School,Philippines,4.3,Linkdin,Yes,Single,Tik-Tok,7,1,6
1238,26,Female,Graduate,Japan,6.6,Facebook,Yes,Single,WhatsApp,5,7,8
1239,17,Female,High School,India,5.4,Snapchat,Yes,In-Relationship,Twitter,4,2,9
1240,22,Male,Undergraduate,Bangladesh,6.5,Snapchat,Yes,Single,Facebook,8,8,4
1241,17,Male,High School,UAE,3.3,Linkdin,Yes,In-Relationship,Twitter,6,7,10
1242,21,Male,Undergraduate,India,8,Linkdin,Yes,Complicated,Twitter,7,1,2
1243,18,Male,High School,Singapore,4.5,Linkdin,No,Single,Instagram,8,8,9
1244,20,Male,Undergraduate,South Africa,4,Snapchat,Yes,Single,Snapchat,8,7,7
1245,15,Male,High School,Belgium,3.8,LINE,No,Single,Twitter,5,8,3
1246,20,Male,Undergraduate,Japan,8.2,Twitter,Yes,In-Relationship,LinkedIn,5,7,10
1247,26,Female,Graduate,India,3.9,Linkdin,Yes,Complicated,Facebook,6,5,9
1248,22,Male,Undergraduate,Australia,8.2,Tik-Tok,Yes,Complicated,LinkedIn,8,7,5
1249,20,Male,Undergraduate,South Korea,8.9,Snapchat,No,Single,Instagram,4,6,6
1250,15,Female,High School,Thailand,3.3,Twitter,Yes,In-Relationship,Tik-Tok,4,10,3
1251,22,Female,Undergraduate,Kenya,8,LINE,Yes,Single,WhatsApp,8,4,1
1252,26,Male,Graduate,Turkey,5,Facebook,Yes,Single,Twitter,4,7,2
1253,25,Male,Graduate,Portugal,8.5,Instagram,Yes,Single,LinkedIn,7,8,7
1254,17,Male,High School,UAE,9.1,Snapchat,No,Complicated,Instagram,6,5,5
1255,24,Male,Graduate,Russia,5.4,Linkdin,Yes,Single,Tik-Tok,8,6,2
1256,23,Female,Graduate,Bangladesh,6.2,WhatsApp,Yes,In-Relationship,Instagram,6,9,10
1257,20,Male,Undergraduate,Belgium,6.6,Tik-Tok,Yes,Single,Instagram,7,8,10
1258,26,Male,Graduate,Chile,8.8,Snapchat,No,Single,Twitter,7,2,2
1259,19,Female,Undergraduate,UAE,9.1,Tik-Tok,No,Single,LinkedIn,8,9,4
1260,22,Female,Undergraduate,Austria,3.2,Facebook,Yes,Single,LinkedIn,8,4,10
1261,16,Female,High School,Bangladesh,7.3,Snapchat,No,In-Relationship,LinkedIn,8,10,3
1262,17,Male,High School,Portugal,5.3,Linkdin,Yes,Complicated,Instagram,8,6,10
1263,17,Male,High School,Chile,4.9,Facebook,Yes,In-Relationship,Instagram,8,5,4
1264,26,Female,Graduate,Czech Republic,6.6,Twitter,Yes,Single,Facebook,7,5,2
1265,20,Female,Undergraduate,Romania,8.7,WhatsApp,Yes,Single,Instagram,4,2,4
1266,18,Male,High School,Mexico,8,Twitter,No,Single,WhatsApp,5,9,8
1267,26,Male,Graduate,Denmark,4.2,Snapchat,No,Single,Tik-Tok,8,6,9
1268,21,Male,Undergraduate,South Korea,3.1,Snapchat,No,Single,WhatsApp,4,8,10
1269,21,Female,Undergraduate,Norway,6,Instagram,Yes,Complicated,Facebook,6,10,2
1270,25,Female,Graduate,Germany,8.6,Snapchat,Yes,Complicated,Snapchat,4,4,8
1271,23,Female,Graduate,Ireland,9,Instagram,Yes,Single,Twitter,8,10,4
1272,18,Female,High School,Russia,6.9,WhatsApp,No,Complicated,LinkedIn,7,1,8
1273,26,Female,Graduate,Vietnam,8.7,WhatsApp,Yes,In-Relationship,LinkedIn,6,10,5
1274,20,Female,Undergraduate,Ireland,5.2,WhatsApp,No,In-Relationship,Facebook,5,6,9
1275,25,Male,Graduate,Czech Republic,4.3,Tik-Tok,Yes,Single,Twitter,7,6,8
1276,23,Male,Graduate,Egypt,6.9,Instagram,Yes,In-Relationship,Instagram,7,4,3
1277,16,Male,High School,Austria,5.6,WhatsApp,Yes,Single,LinkedIn,7,8,9
1278,16,Female,High School,Poland,3.9,LINE,Yes,Single,LinkedIn,5,4,10
1279,21,Male,Undergraduate,Singapore,3.7,Instagram,No,Single,Twitter,8,10,7
1280,21,Male,Undergraduate,Indonesia,3.7,Snapchat,No,Single,Instagram,8,10,10
1281,19,Female,Undergraduate,Switzerland,8.1,WhatsApp,Yes,Complicated,LinkedIn,5,7,4
1282,17,Male,High School,Switzerland,6.7,Facebook,No,Complicated,LinkedIn,7,6,2
1283,25,Male,Graduate,Greece,8.6,WhatsApp,No,Single,Instagram,8,8,10
1284,25,Female,Graduate,Vietnam,6.4,WhatsApp,No,Single,Tik-Tok,4,7,2
1285,22,Female,Undergraduate,Kenya,9.7,WhatsApp,Yes,Single,Facebook,7,1,9
1286,18,Male,High School,Argentina,8.9,Snapchat,Yes,In-Relationship,Snapchat,8,3,3
1287,17,Male,High School,Belgium,7.8,Instagram,Yes,Complicated,Instagram,4,1,6
1288,26,Female,Graduate,Chile,4.4,Snapchat,Yes,Single,Twitter,4,5,1
1289,16,Male,High School,Indonesia,5.4,Facebook,Yes,Complicated,Instagram,6,10,4
1290,25,Male,Graduate,Hungary,6.3,Twitter,No,In-Relationship,Instagram,8,4,2
1291,15,Female,High School,Chile,8.5,Instagram,No,Single,LinkedIn,4,9,7
1292,19,Male,Undergraduate,Belgium,7.2,WhatsApp,Yes,Single,Snapchat,8,4,2
1293,26,Female,Graduate,UAE,4.2,Snapchat,No,Single,Twitter,6,2,6
1294,24,Female,Graduate,South Korea,9.8,Instagram,No,Complicated,Tik-Tok,8,7,1
1295,16,Female,High School,Malaysia,8.4,WhatsApp,No,Single,LinkedIn,6,8,10
1296,24,Female,Graduate,Denmark,8.5,LINE,Yes,Complicated,WhatsApp,7,1,10
1297,17,Male,High School,Pakistan,9.5,Twitter,No,Complicated,Facebook,4,8,3
1298,20,Male,Undergraduate,Romania,4.3,Tik-Tok,Yes,Single,Twitter,6,4,8
1299,24,Male,Graduate,Italy,5.4,Snapchat,No,In-Relationship,Twitter,8,9,3
1300,15,Male,High School,Singapore,9.7,WhatsApp,Yes,Single,Instagram,5,8,3
1301,15,Male,High School,Vietnam,9.2,WhatsApp,Yes,Single,Facebook,6,1,8
1302,21,Female,Undergraduate,Norway,6.9,Snapchat,No,Single,Facebook,5,6,5
1303,18,Male,High School,Hungary,5,Snapchat,Yes,Complicated,Instagram,4,1,9
1304,19,Male,Undergraduate,South Korea,3.3,Instagram,No,In-Relationship,Facebook,7,3,4
1305,25,Female,Graduate,Thailand,3.8,Snapchat,No,Single,Twitter,6,3,5
1306,26,Female,Graduate,UK,5.7,Linkdin,Yes,Single,LinkedIn,4,10,4
1307,21,Male,Undergraduate,India,8.5,WhatsApp,No,Complicated,Snapchat,7,10,8
1308,19,Female,Undergraduate,Belgium,8.5,LINE,Yes,Complicated,Instagram,7,5,2
1309,20,Male,Undergraduate,UAE,4.1,Snapchat,No,Complicated,Snapchat,8,8,7
1310,23,Male,Graduate,Greece,5,Twitter,Yes,Single,LinkedIn,6,5,3
1311,16,Female,High School,France,6.3,Snapchat,No,Complicated,Twitter,7,9,6
1312,18,Male,High School,South Africa,6,Twitter,Yes,Complicated,Instagram,8,6,5
1313,21,Female,Undergraduate,Japan,7.9,WhatsApp,Yes,Single,Tik-Tok,8,6,1
1314,23,Male,Graduate,Ireland,9.4,Tik-Tok,Yes,In-Relationship,Snapchat,6,2,1
1315,18,Female,High School,Italy,4.6,Twitter,Yes,In-Relationship,LinkedIn,5,5,3
1316,16,Male,High School,South Korea,4.2,LINE,Yes,Single,Instagram,5,7,9
1317,20,Male,Undergraduate,Australia,5.8,Linkdin,No,Single,Instagram,6,5,9
1318,20,Female,Undergraduate,Czech Republic,6,Linkdin,Yes,In-Relationship,Instagram,5,10,2
1319,23,Female,Graduate,New Zealand,8,Facebook,Yes,Single,Instagram,4,8,8
1320,18,Female,High School,Pakistan,5.8,WhatsApp,No,Single,Facebook,8,4,3
1321,16,Female,High School,Switzerland,9.4,Instagram,No,Complicated,LinkedIn,8,7,2
1322,24,Female,Graduate,Saudi Arabia,4,Tik-Tok,Yes,Single,Twitter,4,1,5
1323,26,Male,Graduate,Pakistan,6.4,Tik-Tok,Yes,In-Relationship,Twitter,8,2,5
1324,16,Male,High School,Israel,6.8,Instagram,No,Single,Instagram,7,5,2
1325,26,Male,Graduate,Kenya,3.5,Facebook,No,Complicated,WhatsApp,8,6,7
1326,23,Female,Graduate,Argentina,6.8,Instagram,Yes,In-Relationship,Twitter,8,8,7
1327,15,Male,High School,UK,9.9,WhatsApp,Yes,Complicated,WhatsApp,7,4,10
1328,21,Male,Undergraduate,New Zealand,3.3,Instagram,Yes,Complicated,Twitter,5,4,4
1329,21,Male,Undergraduate,Singapore,9,Instagram,No,Single,Instagram,8,6,1
1330,23,Male,Graduate,Germany,3.5,LINE,Yes,Single,Twitter,7,1,9
1331,26,Male,Graduate,Nigeria,5.5,Twitter,Yes,Single,Snapchat,4,9,3
1332,16,Male,High School,Portugal,4.6,Facebook,No,Single,Instagram,6,1,6
1333,23,Male,Graduate,Thailand,5.7,WhatsApp,Yes,Complicated,Snapchat,8,3,2
1334,22,Female,Undergraduate,Canada,9,Twitter,Yes,In-Relationship,Facebook,5,10,3
1335,26,Female,Graduate,Brazil,7.1,Snapchat,No,In-Relationship,Instagram,4,7,5
1336,20,Male,Undergraduate,New Zealand,8.5,WhatsApp,No,Single,Snapchat,6,3,4
1337,21,Male,Undergraduate,UAE,3.1,Snapchat,Yes,In-Relationship,Twitter,5,7,9
1338,17,Female,High School,Poland,4.6,Snapchat,Yes,Single,Instagram,5,5,5
1339,15,Male,High School,Ireland,8.4,LINE,Yes,Single,Snapchat,4,6,9
1340,26,Male,Graduate,India,5.6,Facebook,Yes,Single,Snapchat,5,3,4
1341,24,Female,Graduate,Austria,5,Facebook,Yes,In-Relationship,WhatsApp,4,7,1
1342,20,Female,Undergraduate,Portugal,8.8,Twitter,No,Complicated,Facebook,8,7,9
1343,16,Male,High School,Singapore,4,Snapchat,Yes,In-Relationship,Snapchat,4,10,10
1344,22,Female,Undergraduate,Nigeria,5.9,Snapchat,No,In-Relationship,LinkedIn,6,2,8
1345,16,Male,High School,Colombia,4.3,WhatsApp,No,Single,Tik-Tok,7,1,3
1346,20,Female,Undergraduate,Vietnam,8.4,Twitter,No,Single,LinkedIn,7,4,4
1347,25,Male,Graduate,Russia,5.3,WhatsApp,Yes,Complicated,Instagram,4,10,2
1348,18,Female,High School,Philippines,7.1,Tik-Tok,Yes,Single,Twitter,5,6,8
1349,26,Male,Graduate,Canada,7.1,LINE,Yes,Complicated,Snapchat,8,10,8
1350,19,Male,Undergraduate,Portugal,6.5,WhatsApp,Yes,Complicated,LinkedIn,5,2,1
1351,23,Male,Graduate,Malaysia,7,WhatsApp,Yes,Single,Snapchat,5,3,8
1352,26,Female,Graduate,India,6.9,WhatsApp,No,Single,Twitter,6,6,2
1353,19,Female,Undergraduate,Russia,3.7,Tik-Tok,Yes,In-Relationship,Twitter,4,9,6
1354,17,Male,High School,Israel,4.4,Twitter,Yes,Single,Facebook,6,9,10
1355,19,Male,Undergraduate,Canada,4.7,Snapchat,Yes,Complicated,Instagram,7,9,10
1356,17,Male,High School,Pakistan,7.5,Facebook,No,Single,Instagram,8,2,8
1357,24,Male,Graduate,Ireland,4.9,WhatsApp,Yes,Complicated,Twitter,8,4,9
1358,20,Female,Undergraduate,Russia,4.5,Facebook,Yes,Single,Tik-Tok,5,4,3
1359,18,Female,High School,Israel,8,Snapchat,No,In-Relationship,Instagram,6,2,5
1360,22,Female,Undergraduate,Netherlands,6,Snapchat,Yes,Single,LinkedIn,4,10,7
1361,19,Male,Undergraduate,India,8.2,Tik-Tok,Yes,Complicated,LinkedIn,8,5,10
1362,16,Female,High School,Indonesia,9.8,Facebook,No,In-Relationship,Instagram,7,2,5
1363,17,Female,High School,Saudi Arabia,9.6,Facebook,Yes,Complicated,Twitter,4,2,6
1364,23,Female,Graduate,France,3.6,WhatsApp,Yes,In-Relationship,WhatsApp,6,5,4
1365,18,Male,High School,Saudi Arabia,8.6,WhatsApp,Yes,In-Relationship,Instagram,8,8,1
1366,17,Female,High School,Saudi Arabia,5.8,WhatsApp,Yes,Single,Facebook,5,5,5
1367,18,Female,High School,Belgium,6.7,Snapchat,Yes,Single,WhatsApp,6,3,7
1368,25,Female,Graduate,Kenya,5.3,Tik-Tok,No,In-Relationship,Twitter,6,8,8
1369,25,Male,Graduate,Romania,4.7,LINE,No,Single,Instagram,7,2,1
1370,17,Female,High School,India,9.8,Snapchat,Yes,Single,Instagram,8,5,10
1371,17,Male,High School,Belgium,7.6,Twitter,Yes,In-Relationship,Instagram,7,1,4
1372,19,Male,Undergraduate,UK,6.7,LINE,No,In-Relationship,WhatsApp,4,2,7
1373,25,Female,Graduate,China,3.6,WhatsApp,No,Single,Twitter,6,10,6
1374,16,Female,High School,Netherlands,7.4,Linkdin,No,Single,Facebook,6,5,7
1375,22,Male,Undergraduate,UK,6.9,Instagram,Yes,Single,Twitter,4,9,3
1376,15,Male,High School,Italy,6.2,Facebook,No,Single,Snapchat,7,3,8
1377,21,Male,Undergraduate,Spain,7.9,Tik-Tok,Yes,Complicated,Twitter,5,6,4
1378,23,Female,Graduate,Belgium,9.5,Twitter,Yes,Complicated,Instagram,6,3,2
1379,16,Male,High School,Austria,5.8,Tik-Tok,Yes,Single,LinkedIn,6,1,2
1380,15,Female,High School,China,3.5,WhatsApp,Yes,Single,Instagram,5,5,3
1381,16,Female,High School,Indonesia,6.7,LINE,Yes,Complicated,WhatsApp,8,1,10
1382,20,Male,Undergraduate,Saudi Arabia,4.8,Snapchat,No,Single,Twitter,6,1,3
1383,24,Female,Graduate,Mexico,6.5,Tik-Tok,No,In-Relationship,Snapchat,8,1,3
1384,15,Female,High School,Saudi Arabia,4.1,Instagram,No,Single,Twitter,4,9,10
1385,22,Male,Undergraduate,South Africa,6.3,Instagram,Yes,In-Relationship,WhatsApp,6,2,5
1386,15,Female,High School,Poland,5.8,Twitter,Yes,Single,Instagram,6,6,9
1387,26,Male,Graduate,France,6.6,LINE,Yes,In-Relationship,Twitter,6,8,6
1388,26,Female,Graduate,Germany,3.8,Snapchat,No,Single,Instagram,8,8,6
1389,15,Female,High School,India,8.8,Snapchat,Yes,Single,LinkedIn,4,9,3
1390,20,Male,Undergraduate,Greece,8.8,Instagram,No,Single,Instagram,6,9,9
1391,23,Female,Graduate,Austria,4.4,Instagram,Yes,In-Relationship,Instagram,4,5,7
1392,21,Female,Undergraduate,Austria,3.8,Linkdin,Yes,In-Relationship,Twitter,5,2,3
1393,23,Male,Graduate,Russia,5,Linkdin,No,In-Relationship,WhatsApp,8,1,9
1394,16,Female,High School,Finland,7.7,Snapchat,Yes,Single,Instagram,7,1,3
1395,21,Male,Undergraduate,Portugal,4.7,Snapchat,Yes,Single,WhatsApp,6,4,3
1396,17,Male,High School,India,3.7,LINE,Yes,Single,Facebook,5,5,3
1397,24,Female,Graduate,Japan,6.2,Tik-Tok,No,Complicated,Instagram,7,9,3
1398,18,Female,High School,Egypt,9.8,Instagram,Yes,Single,Instagram,8,1,8
1399,23,Female,Graduate,Singapore,7.6,Instagram,Yes,Complicated,Instagram,5,6,9
1400,23,Male,Graduate,Belgium,9.4,Facebook,Yes,Single,Instagram,8,1,6
1401,22,Male,Undergraduate,Bangladesh,6.9,Instagram,Yes,Complicated,Instagram,4,6,8
1402,25,Female,Graduate,Philippines,4.4,LINE,Yes,In-Relationship,LinkedIn,8,9,10
1403,25,Male,Graduate,UK,6,WhatsApp,Yes,Complicated,Tik-Tok,4,3,9
1404,24,Female,Graduate,Denmark,4.8,Twitter,Yes,Complicated,WhatsApp,5,4,7
1405,23,Male,Graduate,Netherlands,7.2,Instagram,Yes,Complicated,Instagram,8,8,6
1406,24,Male,Graduate,Spain,8,Linkdin,Yes,In-Relationship,Instagram,6,10,6
1407,16,Male,High School,Nigeria,6.6,Instagram,Yes,Single,WhatsApp,7,10,7
1408,25,Female,Graduate,New Zealand,9.8,Snapchat,No,Complicated,LinkedIn,8,5,6
1409,19,Female,Undergraduate,Hungary,9.5,Instagram,Yes,In-Relationship,Snapchat,5,6,1
1410,17,Male,High School,Nigeria,3.1,LINE,Yes,Complicated,Instagram,6,9,1
1411,19,Female,Undergraduate,Norway,9.5,LINE,No,Single,LinkedIn,5,1,2
1412,21,Female,Undergraduate,South Korea,4.5,Twitter,No,Single,Instagram,4,3,1
1413,21,Male,Undergraduate,France,3.7,WhatsApp,No,Single,Instagram,4,2,6
1414,19,Male,Undergraduate,Philippines,7.1,Tik-Tok,Yes,Single,Facebook,8,6,8
1415,16,Male,High School,Pakistan,4.5,Instagram,Yes,Complicated,Instagram,4,5,4
1416,26,Male,Graduate,Kenya,4.8,WhatsApp,No,Single,Instagram,4,3,4
1417,17,Male,High School,Romania,8.5,Twitter,No,Single,Instagram,4,10,5
1418,20,Male,Undergraduate,Vietnam,9.8,Snapchat,Yes,In-Relationship,WhatsApp,6,7,3
1419,26,Female,Graduate,Mexico,9.6,Facebook,Yes,Complicated,Tik-Tok,5,10,6
1420,15,Female,High School,Belgium,9,Snapchat,No,Single,Instagram,7,6,10
1421,21,Male,Undergraduate,Canada,4.2,Instagram,No,Single,WhatsApp,7,10,6
1422,15,Male,High School,Austria,5.3,WhatsApp,Yes,In-Relationship,Twitter,8,8,6
1423,22,Male,Undergraduate,Norway,9,WhatsApp,Yes,Single,LinkedIn,4,7,2
1424,15,Male,High School,Malaysia,7.9,Twitter,Yes,Single,Instagram,6,3,5
1425,16,Male,High School,Kenya,8.5,Snapchat,Yes,Single,Twitter,5,9,5
1426,20,Female,Undergraduate,Canada,8.4,Twitter,Yes,Single,Twitter,4,10,9
1427,17,Male,High School,Finland,4.9,Instagram,Yes,Single,Snapchat,5,3,2
1428,21,Female,Undergraduate,USA,9.6,Tik-Tok,No,Complicated,LinkedIn,6,2,8
1429,20,Male,Undergraduate,Canada,8.8,WhatsApp,Yes,In-Relationship,Instagram,4,5,10
1430,16,Female,High School,Israel,8.9,Snapchat,Yes,Complicated,Instagram,8,4,3
1431,18,Male,High School,India,3.3,Snapchat,Yes,In-Relationship,Twitter,4,3,10
1432,22,Female,Undergraduate,Ireland,4.3,Instagram,Yes,Complicated,LinkedIn,5,2,7
1433,24,Male,Graduate,Poland,4.1,Tik-Tok,Yes,Single,LinkedIn,8,1,4
1434,20,Male,Undergraduate,Australia,9.5,LINE,Yes,In-Relationship,LinkedIn,8,3,5
1435,21,Female,Undergraduate,Malaysia,3.2,WhatsApp,No,Complicated,Snapchat,5,8,4
1436,24,Male,Graduate,USA,3,Facebook,Yes,Single,Instagram,7,2,8
1437,26,Male,Graduate,Argentina,5.4,Twitter,Yes,Single,WhatsApp,7,6,3
1438,22,Female,Undergraduate,Russia,7.4,Tik-Tok,No,Complicated,LinkedIn,7,8,3
1439,24,Male,Graduate,Hungary,8.2,Linkdin,Yes,Single,Instagram,7,4,1
1440,19,Female,Undergraduate,Israel,4.9,LINE,Yes,In-Relationship,Facebook,6,6,4
1441,25,Female,Graduate,Singapore,3.7,Facebook,Yes,Single,WhatsApp,4,4,8
1442,25,Male,Graduate,Singapore,4.3,Facebook,Yes,Single,WhatsApp,4,1,8
1443,17,Male,High School,Indonesia,7.1,Instagram,Yes,In-Relationship,Instagram,7,6,1
1444,21,Male,Undergraduate,Kenya,9.1,Linkdin,Yes,In-Relationship,Instagram,4,3,10
1445,18,Female,High School,Kenya,5,Instagram,Yes,Single,WhatsApp,4,8,7
1446,24,Male,Graduate,Austria,7,Linkdin,Yes,In-Relationship,Instagram,6,7,4
1447,15,Male,High School,India,7.2,Snapchat,No,In-Relationship,Twitter,7,5,1
1448,22,Male,Undergraduate,Singapore,3.6,Twitter,No,In-Relationship,Snapchat,7,6,6
1449,26,Male,Graduate,Czech Republic,6.5,LINE,Yes,Complicated,Twitter,7,7,5
1450,22,Female,Undergraduate,India,9.5,Tik-Tok,Yes,Single,Snapchat,8,8,9
1451,19,Male,Undergraduate,Netherlands,9.3,WhatsApp,No,Single,LinkedIn,7,7,6
1452,25,Male,Graduate,Romania,9.6,WhatsApp,Yes,Single,Instagram,6,6,9
1453,21,Male,Undergraduate,Netherlands,7.6,Snapchat,No,Single,Instagram,6,10,7
1454,15,Female,High School,Colombia,7.8,Facebook,Yes,Single,LinkedIn,7,8,2
1455,23,Female,Graduate,Bangladesh,5.1,Facebook,Yes,Single,Snapchat,5,7,1
1456,20,Female,Undergraduate,Denmark,3.3,Twitter,No,Single,LinkedIn,4,6,3
1457,23,Male,Graduate,Netherlands,9.7,Tik-Tok,No,Complicated,Facebook,6,6,7
1458,24,Female,Graduate,USA,9.8,Facebook,Yes,Single,Twitter,6,8,2
1459,22,Male,Undergraduate,India,7.6,LINE,No,In-Relationship,Tik-Tok,6,2,9
1460,21,Female,Undergraduate,Australia,6.9,Snapchat,Yes,Single,Instagram,4,10,5
1461,15,Male,High School,Mexico,5.6,WhatsApp,Yes,In-Relationship,Snapchat,5,3,6
1462,18,Male,High School,Switzerland,8.8,Snapchat,Yes,Complicated,WhatsApp,7,5,9
1463,15,Female,High School,Kenya,7,WhatsApp,Yes,Single,Instagram,5,9,2
1464,15,Female,High School,Chile,6.3,Tik-Tok,Yes,Single,WhatsApp,5,4,6
1465,24,Male,Graduate,Netherlands,9,Tik-Tok,Yes,Complicated,Instagram,8,8,7
1466,15,Female,High School,Greece,9.8,Tik-Tok,No,In-Relationship,Instagram,8,6,10
1467,25,Female,Graduate,USA,9.2,WhatsApp,Yes,In-Relationship,Instagram,8,6,10
1468,16,Male,High School,India,3.7,Snapchat,Yes,Single,Instagram,8,5,4
1469,18,Female,High School,Philippines,9.1,Twitter,Yes,Single,Instagram,8,5,2
1470,24,Female,Graduate,Austria,3.8,Tik-Tok,No,In-Relationship,Instagram,4,6,2
1471,20,Male,Undergraduate,Israel,6.4,WhatsApp,Yes,Single,Snapchat,7,3,3
1472,17,Male,High School,Japan,4.7,WhatsApp,Yes,Complicated,WhatsApp,6,1,1
1473,20,Male,Undergraduate,Philippines,7.6,Snapchat,Yes,Single,Instagram,7,5,1
1474,25,Male,Graduate,Indonesia,8.6,Twitter,No,In-Relationship,Instagram,6,2,3
1475,25,Female,Graduate,Norway,7.6,Twitter,No,In-Relationship,Instagram,8,8,10
1476,26,Male,Graduate,New Zealand,8.3,LINE,No,Single,Facebook,7,3,3
1477,21,Male,Undergraduate,Portugal,8.1,Snapchat,No,Complicated,Twitter,5,4,6
1478,18,Male,High School,Belgium,9.8,Instagram,No,Single,Twitter,6,6,10
1479,25,Male,Graduate,Vietnam,6.8,Tik-Tok,Yes,Single,Tik-Tok,4,1,3
1480,17,Male,High School,Brazil,6.4,WhatsApp,Yes,Single,Tik-Tok,5,8,3
1481,20,Female,Undergraduate,India,9.9,Snapchat,No,In-Relationship,Twitter,5,7,8
1482,26,Female,Graduate,UK,6.6,WhatsApp,Yes,Complicated,Facebook,8,9,9
1483,20,Female,Undergraduate,Hungary,5.3,Twitter,Yes,Single,Instagram,4,4,8
1484,18,Male,High School,China,7.6,Facebook,Yes,Single,Facebook,4,5,2
1485,26,Female,Graduate,Sweden,6.3,Snapchat,Yes,Single,Instagram,4,9,8
1486,26,Male,Graduate,Netherlands,4.8,WhatsApp,No,Single,Snapchat,7,2,4
1487,26,Female,Graduate,Denmark,7.6,Twitter,No,In-Relationship,Instagram,4,8,1
1488,18,Male,High School,Chile,7.2,Snapchat,No,In-Relationship,Instagram,4,8,3
1489,23,Male,Graduate,New Zealand,6.4,LINE,Yes,In-Relationship,Snapchat,8,8,7
1490,21,Female,Undergraduate,Argentina,3.1,Tik-Tok,Yes,Complicated,Instagram,7,3,10
1491,18,Male,High School,UK,8.8,WhatsApp,Yes,Single,Instagram,7,6,8
1492,16,Female,High School,Poland,7.4,WhatsApp,Yes,Single,LinkedIn,6,7,4
1493,24,Male,Graduate,South Africa,4.9,Snapchat,No,Single,LinkedIn,7,5,6
1494,19,Male,Undergraduate,Indonesia,6.4,Snapchat,Yes,Single,LinkedIn,4,3,10
1495,26,Female,Graduate,Israel,6.7,Instagram,No,Single,Instagram,7,9,4
1496,22,Male,Undergraduate,Denmark,6.4,Instagram,Yes,In-Relationship,Snapchat,4,9,6
1497,21,Female,Undergraduate,Kenya,4.5,Instagram,Yes,Complicated,WhatsApp,8,4,7
1498,16,Male,High School,India,4.5,Snapchat,Yes,Complicated,LinkedIn,8,9,7
1499,23,Female,Graduate,UAE,6.9,WhatsApp,Yes,Single,Snapchat,8,4,10
1500,17,Female,High School,UK,9.6,Snapchat,No,In-Relationship,LinkedIn,4,6,10
1501,18,Female,High School,Colombia,7.2,Twitter,Yes,Complicated,WhatsApp,6,7,3
1502,23,Male,Graduate,Colombia,9.1,LINE,Yes,Single,LinkedIn,8,8,5
1503,22,Male,Undergraduate,Sweden,7.5,Facebook,Yes,Single,Instagram,6,4,2
1504,20,Female,Undergraduate,India,4.6,Snapchat,Yes,Complicated,LinkedIn,8,6,6
1505,24,Male,Graduate,South Africa,5.8,WhatsApp,Yes,Single,LinkedIn,8,10,7
1506,15,Female,High School,India,8.9,Snapchat,No,In-Relationship,Snapchat,7,7,3
1507,18,Female,High School,UAE,7.2,WhatsApp,No,Complicated,Twitter,7,5,4
1508,19,Female,Undergraduate,UAE,9.8,WhatsApp,Yes,Single,Instagram,5,6,4
1509,21,Female,Undergraduate,Egypt,6,LINE,No,In-Relationship,Instagram,4,8,10
1510,16,Female,High School,Norway,3.6,Instagram,Yes,Complicated,Snapchat,6,6,4
1511,16,Female,High School,Denmark,4.4,LINE,Yes,Complicated,Twitter,4,4,6
1512,21,Male,Undergraduate,Australia,8.1,Instagram,Yes,In-Relationship,Twitter,8,4,5
1513,25,Male,Graduate,India,9.5,WhatsApp,No,Single,Snapchat,5,9,1
1514,24,Female,Graduate,Israel,9.3,Snapchat,Yes,Complicated,Twitter,8,7,7
1515,21,Male,Undergraduate,Ireland,3,Twitter,Yes,Single,Snapchat,8,5,5
1516,23,Female,Graduate,Mexico,8.4,Twitter,Yes,In-Relationship,Twitter,7,7,5
1517,21,Male,Undergraduate,India,5.3,Snapchat,No,In-Relationship,WhatsApp,5,2,2
1518,19,Male,Undergraduate,China,9.9,WhatsApp,Yes,In-Relationship,Snapchat,6,4,5
1519,22,Female,Undergraduate,Pakistan,9.3,Twitter,No,Single,Facebook,8,4,3
1520,18,Male,High School,Colombia,7.3,LINE,Yes,Complicated,WhatsApp,4,4,4
1521,17,Male,High School,Saudi Arabia,4.6,Instagram,No,Single,Instagram,4,5,8
1522,23,Male,Graduate,Turkey,5,Snapchat,Yes,Single,Instagram,5,6,5
1523,23,Male,Graduate,UK,5.9,LINE,Yes,Single,Snapchat,8,4,3
